c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
A648,12,0,1,0,170,69,1,1,1,5,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,5,1,1,3,1,0,1,4,1,1,0,0,0,1,0,1,1,1,1,1,1
A649,11,1,1,1,168,84,1,1,2,8,1,0,0,0,1,99,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,3,1,1,1,1,1,0,5,0,0,1,0,0,0,1,0,1,2,1,1,1
A650,16,0,0,0,149,50,0,0,0,6,1,1,1,1,2,0,99,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,1,1,0,0,1,5,1,1,1,0,1,2,0,1,0,2,0,1,1
A651,12,0,1,0,166,58,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,7,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,1,2,1,1,1
A652,24,1,1,0,162,74,1,1,0,3,0,0,0,1,2,99,99,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,1,3,1,1,0,3,0,0,0,0,1,1,0,0,0,2,1,0,1
A653,15,0,0,0,178,78,0,0,2,7,1,0,1,0,1,99,99,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,3,0,0,1,2,1,1,0,1,0,2,0,0,0,1,0,0,1
A654,19,1,0,1,157,80,0,0,1,8,0,1,1,1,2,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,6,0,1,1,0,0,1,7,1,1,1,1,1,3,0,1,1,3,1,0,1
A655,12,1,1,0,169,68,1,1,0,8,1,0,1,0,1,1,99,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,5,0,0,3,1,0,1,4,1,1,0,1,1,3,1,0,0,3,1,0,1
A656,21,0,1,1,169,70,0,0,2,6,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,5,1,0,1,1,1,0,5,0,0,1,0,1,1,0,1,0,1,0,0,1
A657,12,1,0,0,150,55,1,1,0,6,1,1,0,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,3,0,1,1
A658,22,1,1,1,159,85,1,1,2,6,1,0,1,0,1,99,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,5,1,1,1,1,0,1,10,1,1,0,0,1,2,1,0,0,3,0,0,1
A659,14,0,1,0,152,72,0,0,0,9,1,1,0,1,2,1,99,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,3,1,0,3,1,1,0,2,0,0,1,1,1,2,0,1,1,1,0,0,1
A660,21,1,1,0,160,76,1,1,2,8,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,6,1,0,2,1,0,1,6,1,1,0,0,1,2,0,1,0,2,1,0,1
A661,10,0,0,1,159,95,1,1,2,7,1,1,0,1,2,1,99,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,5,0,0,3,1,1,0,7,0,0,0,1,0,1,0,1,0,3,0,0,1
A662,23,1,1,1,176,82,0,0,2,3,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,4,0,1,1,1,1,0,4,0,0,1,1,1,2,0,1,0,3,1,0,1
A663,22,0,1,0,155,65,0,0,1,9,0,0,0,1,2,0,99,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,3,1,1,1
A664,11,1,1,0,163,68,0,0,2,6,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,0,0,1,0,1,0,6,0,0,1,0,1,1,0,0,0,1,0,1,1
A665,10,1,0,0,170,115,1,1,1,3,0,1,1,1,2,0,99,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5,0,1,2,0,0,1,8,1,1,1,1,0,2,0,1,1,3,1,1,0
A666,13,0,1,1,159,101,1,1,0,6,1,1,0,1,2,99,99,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,6,1,1,2,1,1,0,1,0,0,1,0,1,1,0,1,1,2,1,1,1
A667,11,1,0,0,163,65,1,1,0,8,1,1,1,1,2,99,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,1,1,1,1,0,1,9,1,1,0,0,0,1,0,1,1,3,1,1,1
A668,16,1,1,0,149,56,1,1,0,4,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,7,1,1,2,0,1,0,8,0,0,0,1,1,2,0,0,0,3,1,0,0
A669,17,1,1,1,154,62,0,0,1,8,0,0,0,0,1,0,99,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,7,0,1,3,0,1,0,9,0,0,0,0,0,0,1,0,1,3,0,0,0
A670,16,1,0,1,159,79,1,1,1,3,0,1,1,1,2,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,3,0,0,1,10,1,1,1,1,1,3,1,1,1,1,1,0,1
A671,18,0,1,0,157,63,1,1,2,8,1,0,1,1,2,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,3,1,0,1,9,1,1,0,1,0,2,0,0,0,1,0,0,1
A672,13,0,0,0,152,54,0,0,2,9,1,0,1,0,1,99,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,2,1,0,1,4,1,1,0,0,1,2,0,0,0,3,0,0,0
A673,15,1,1,0,158,56,1,1,2,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,1,3,1,1,1,1,1,3,0,1,0,3,1,0,0
A674,23,0,1,1,170,76,1,1,1,9,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,6,0,0,2,1,1,0,9,0,0,0,1,1,2,1,0,1,1,0,1,1
A675,21,0,1,0,169,76,0,0,0,7,1,0,1,1,2,99,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2,1,0,1
A676,21,1,1,1,173,70,0,0,1,9,0,0,0,0,1,99,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,6,0,0,1,1,1,2,0,0,1,3,0,0,1
A677,20,1,1,0,160,70,0,0,2,6,1,0,1,0,1,0,99,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,5,1,0,1,0,0,1,6,1,1,0,0,1,2,1,0,0,2,0,1,1
A678,19,0,1,1,173,85,0,0,0,6,1,0,1,0,1,99,99,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,4,1,0,3,0,0,1,4,1,1,0,1,0,2,0,0,1,1,0,0,1
A679,10,1,0,0,167,72,0,0,0,9,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,2,1,1,1,1,1,0,2,0,0,0,0,1,1,1,0,0,2,0,1,1
A680,19,1,0,0,178,80,1,1,2,8,1,0,0,0,1,0,99,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,3,0,0,3,1,1,0,4,0,0,1,1,1,2,1,0,1,1,0,0,1
A681,12,1,0,1,160,52,0,0,0,3,0,1,0,0,1,0,99,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,1,0,10,0,0,1,1,1,2,0,1,0,1,1,0,1
A682,21,0,0,1,171,74,1,1,1,6,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,4,0,0,0,1,0,1,0,1,1,1,1,0,1
A683,23,1,0,1,185,105,0,0,2,4,1,1,1,0,1,99,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,6,1,0,3,0,0,1,2,1,1,0,0,0,1,1,1,0,3,0,0,1
A684,10,1,1,1,181,99,0,0,0,8,1,1,1,1,2,0,99,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,6,1,0,1,0,0,1,3,1,1,0,0,1,2,1,1,0,1,0,1,1
A685,18,0,0,0,157,100,0,0,2,4,1,1,0,1,2,0,99,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,3,1,1,1,1,1,0,6,0,0,1,0,1,1,0,1,0,1,1,1,1
A686,18,1,1,0,160,60,0,0,2,4,1,0,0,0,1,0,99,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,7,1,1,3,0,1,0,5,0,0,1,0,1,1,0,0,1,2,0,1,0
A687,22,1,0,0,166,78,1,1,0,5,1,1,1,0,1,1,99,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,7,1,0,1,1,0,1,6,1,1,1,1,1,3,0,1,0,2,0,1,1
A688,12,0,1,1,162,87,1,1,2,6,1,1,1,1,2,1,99,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,4,0,0,1,0,0,1,9,1,1,1,0,1,2,0,1,0,3,1,1,1
A689,23,0,1,0,166,105,0,0,1,3,0,1,1,1,2,99,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,3,0,0,1,4,1,1,1,1,1,3,0,1,0,3,1,0,1
A690,22,0,0,1,169,69,0,0,2,6,1,0,1,0,1,99,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,0,1,0,0,1,2,1,1,0,0,0,1,0,0,1,2,0,0,1
A691,18,1,0,0,161,75,0,0,2,5,1,1,1,1,2,0,99,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,1,0,1,0,0,1,2,1,1,1,0,1,2,0,1,0,2,1,0,1
A692,15,0,0,1,167,92,0,0,0,4,0,1,1,0,1,99,99,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,6,0,1,1,0,0,1,3,1,1,0,0,1,2,1,1,1,1,1,1,1
A693,19,1,0,1,165,65,0,0,2,3,1,1,0,1,2,0,99,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,6,0,0,2,1,1,0,10,0,0,1,1,0,1,0,1,0,2,0,0,1
A694,21,1,0,0,156,50,0,0,1,5,0,1,1,1,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,7,0,1,1,1,0,1,6,1,1,1,1,1,3,0,1,1,1,0,1,0
A695,11,0,1,0,158,73,0,0,2,8,1,1,0,1,2,99,99,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,0,9,0,0,1,0,1,1,0,1,0,1,0,0,1
A696,11,1,0,0,170,68,0,0,1,6,0,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,2,0,0,1,6,1,1,0,1,1,3,0,1,1,1,0,0,1
A697,20,1,0,0,170,101,1,1,0,6,1,1,1,0,1,1,99,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,6,0,1,3,0,0,1,4,1,1,0,1,0,2,1,1,0,2,0,0,1
A698,22,1,1,1,164,80,0,0,1,5,0,1,0,0,1,99,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,3,1,1,0,4,0,0,0,1,1,2,0,1,0,3,0,1,1
A699,17,0,0,0,159,51,1,1,0,5,1,0,1,0,1,0,99,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1,1,2,1,0,1,3,1,1,0,1,1,3,1,0,0,3,1,1,1
A700,19,0,1,0,165,62,1,1,1,8,0,0,0,1,2,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,8,0,0,1,1,0,1,1,0,1,1,1,1,1
A701,19,1,0,0,170,65,0,0,1,8,0,0,0,1,2,0,99,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,5,1,0,2,0,1,0,6,0,0,1,1,0,1,0,0,1,3,0,1,1
A702,19,0,0,1,165,90,0,0,2,7,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,3,1,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,3,1,1,1
A703,15,1,0,1,172,86,0,0,1,7,0,0,1,0,1,0,99,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,3,0,0,1,1,0,1,5,1,1,0,1,1,3,1,0,1,1,1,0,1
A704,15,1,0,1,167,74,1,1,0,6,1,1,0,1,2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,3,1,1,0,5,0,0,1,0,0,0,1,1,1,2,1,0,1
A705,24,1,1,0,174,63,0,0,2,6,1,1,1,0,1,1,99,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,2,1,1,1,0,1,2,0,1,1,3,1,1,1
A706,17,0,1,1,170,65.5,0,0,0,3,0,0,0,1,2,99,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,3,0,1,1,1,1,0,7,0,0,1,0,0,0,1,0,1,2,1,1,1
A707,22,1,1,1,154,78,1,1,0,8,1,1,1,0,1,1,99,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,1,0,2,0,0,1,10,1,1,0,1,1,3,0,1,0,3,0,1,1
A708,20,1,0,0,176,63,1,1,0,5,1,1,0,1,2,0,99,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,2,1,1,1,1,1,0,6,0,0,0,1,0,1,0,1,0,2,1,0,1
A709,13,0,1,1,160,58,0,0,0,6,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,7,1,0,2,0,0,1,6,1,1,0,0,1,2,0,1,1,3,1,0,1
A710,15,1,0,1,160,85,1,1,0,4,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,4,0,1,2,1,0,1,8,1,1,0,1,0,2,0,0,1,3,0,1,1
A711,11,1,1,0,160,68,1,1,1,6,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,5,1,1,2,0,1,0,2,0,0,1,1,0,1,1,0,0,2,1,0,1
A712,10,1,0,1,160,60,1,1,0,4,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,6,0,1,3,1,1,0,7,0,0,1,0,0,0,0,0,0,1,1,0,0
A713,10,1,1,1,169,86,1,1,0,8,1,1,1,1,2,99,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,6,0,1,2,0,0,1,7,1,1,1,1,1,3,0,1,0,1,0,0,0
A714,15,0,1,0,162,57,0,0,1,4,0,0,0,1,2,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,6,0,1,3,0,1,0,4,0,0,1,0,1,1,0,0,1,2,0,1,0
A715,14,1,1,1,173,99,1,1,1,6,0,1,1,1,2,99,99,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,1,0,1,7,1,1,0,1,0,2,0,1,0,1,1,0,0
A716,13,0,0,0,160,70,1,1,1,7,0,1,1,0,1,0,99,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,6,0,1,1,0,0,1,2,1,1,0,1,0,2,0,1,1,2,1,1,0
A717,15,0,0,1,157,142,0,0,2,6,1,0,1,0,1,0,99,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,1,10,1,1,0,1,0,2,0,0,0,1,1,1,1
A718,12,0,0,0,159,97,0,0,2,9,1,0,1,1,2,99,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,7,1,0,2,1,0,1,5,1,1,1,1,1,3,0,0,0,3,0,0,1
A719,12,1,0,0,170,68,0,0,0,6,1,1,1,0,1,1,99,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,7,0,1,1,1,0,1,2,1,1,0,1,1,3,0,1,0,2,1,1,1
A720,13,1,1,0,182,91,1,1,0,4,0,1,0,1,2,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,6,0,0,1,1,1,0,6,0,0,1,0,1,1,0,1,0,2,0,1,1
A721,24,1,1,1,165,70,0,0,1,3,0,1,0,0,1,0,99,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2,0,1,1,0,1,0,6,0,0,1,1,0,1,0,1,0,3,1,1,0
A722,12,0,0,0,172,104,0,0,2,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,7,1,1,2,1,0,1,10,1,1,1,1,0,2,0,0,0,3,1,0,0
A723,23,0,1,0,170,81,0,0,1,6,0,1,0,1,2,0,99,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,8,0,0,0,0,0,0,1,1,0,3,0,1,1
A724,21,1,1,0,154,81,1,1,0,8,1,1,1,0,1,1,99,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,5,0,0,3,1,0,1,9,1,1,0,1,1,3,0,1,0,1,1,1,1
A725,14,1,1,1,175,89,0,0,1,4,0,1,1,0,1,1,99,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,3,1,1,1,1,1,3,1,1,0,1,1,1,1
A726,23,0,0,0,173,86,1,1,1,6,0,0,1,0,1,99,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,0,1,2,0,0,1,3,1,1,0,1,0,2,1,0,0,2,1,0,1
A727,15,0,1,0,174,84,1,1,1,7,0,1,1,1,2,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,4,0,0,2,1,0,1,4,1,1,0,0,0,1,1,1,1,1,0,0,1
A728,11,0,0,0,154,75,0,0,2,5,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,3,0,0,3,0,1,0,10,0,0,0,0,0,0,0,0,0,2,1,0,1
A729,14,0,1,0,175,80,1,1,1,8,0,0,0,1,2,0,99,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,2,1,0,2,1,1,0,10,0,0,1,0,0,0,0,0,0,3,1,0,0
A730,22,1,0,0,153,69,1,1,1,8,0,0,0,1,2,99,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,6,0,1,2,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
A731,13,1,1,1,175,85,1,1,2,7,1,1,1,1,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,7,1,0,1,0,0,1,8,1,1,0,1,1,3,0,1,1,1,1,1,1
A732,14,1,0,0,156,60,1,1,1,7,0,1,1,0,1,99,99,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,7,0,1,3,1,0,1,3,1,1,1,1,0,2,0,1,1,3,0,0,1
A733,17,0,1,0,169,70,1,1,0,4,0,0,1,1,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,2,1,0,1,4,1,1,0,1,0,2,0,0,1,2,0,0,1
A734,14,1,1,0,158,73,0,0,0,4,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,2,1,0,2,1,0,1,8,1,1,0,0,1,2,0,0,1,1,1,1,1
A735,20,0,1,1,166,78,1,1,1,9,0,0,0,0,1,0,99,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,6,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0
A736,22,0,0,1,163,69,0,0,2,3,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3,1,0,3,0,1,0,7,0,0,0,1,0,1,0,1,1,1,0,1,1
A737,24,0,1,1,165,65,1,1,1,6,0,1,1,1,2,99,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,6,0,0,2,1,0,1,7,1,1,1,0,0,1,0,1,0,1,1,1,1
A738,13,1,1,1,173,96,0,0,1,7,0,1,1,1,2,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,5,1,0,3,1,0,1,3,1,1,1,1,1,3,0,1,1,1,1,1,1
A739,11,1,1,0,144,44,0,0,2,4,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,4,1,1,3,0,0,1,6,1,1,0,1,0,2,0,1,0,2,1,1,1
A740,14,0,0,0,170,84,1,1,1,7,0,1,1,1,2,99,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,5,1,1,1,0,0,1,2,1,1,0,0,0,1,0,1,0,1,0,0,1
A741,12,1,1,0,168,72,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,4,0,1,1,1,1,0,9,0,0,1,1,0,1,0,0,1,1,0,1,1
A742,23,1,0,1,175,76,1,1,1,6,0,1,0,1,2,99,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,5,1,0,2,1,1,0,8,0,0,0,1,1,2,0,1,0,2,1,0,1
A743,19,1,0,0,167,69,1,1,0,9,1,1,1,0,1,1,99,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,2,1,0,1,2,1,1,1,0,0,1,0,1,0,2,1,0,1
A744,21,1,1,0,169,87,1,1,2,9,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,7,1,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0,1,0,0,1
A745,21,0,0,1,166,71,0,0,1,8,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,2,1,0,2,1,0,1,5,1,1,1,0,0,1,0,1,1,2,0,1,1
A746,16,1,1,1,160,83,1,1,1,9,0,1,1,1,2,99,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,7,1,0,2,1,0,1,2,1,1,0,0,0,1,0,1,0,2,1,0,1
A747,15,0,1,1,166,90,1,1,1,4,0,0,1,0,1,1,99,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0,1,4,1,1,1,0,1,2,0,0,0,2,0,0,1
A748,17,0,1,0,160,58,0,0,0,8,1,0,1,0,1,1,99,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,3,0,1,2,1,0,1,6,1,1,0,0,0,1,0,0,0,1,1,0,0
A749,22,1,0,0,160,74,0,0,2,5,1,0,1,1,2,99,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,1,2,1,0,1,6,1,1,0,0,1,2,0,0,0,2,1,1,1
A750,10,1,0,1,173,93,1,1,2,4,1,0,1,1,2,1,99,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,2,0,1,3,1,0,1,2,1,1,1,0,0,1,0,0,0,3,1,0,1
A751,13,0,1,0,172,71,0,0,2,9,1,1,0,0,1,99,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,5,1,1,3,1,1,0,5,0,0,1,0,1,1,0,1,1,1,1,0,0
A752,10,1,1,0,158,68,1,1,2,4,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,6,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,1,3,1,0,1
A753,13,1,1,0,158,74,0,0,1,5,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,10,0,0,0,1,1,2,0,0,1,2,1,1,1
A754,16,1,0,0,170,69,0,0,0,5,1,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,5,0,0,2,1,1,0,1,0,0,1,1,1,2,0,0,1,1,0,0,1
A755,19,0,1,0,160,60,0,0,0,4,0,1,1,0,1,99,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,1,0,3,1,0,1,2,1,1,1,1,0,2,1,1,0,2,1,0,1
